POS Hour,Item Name,Category,Group,Units Sold
13,Add Bacon,Entrees,Food,2
13,Add Cheese,Appetizers,Food,1
13,Add Chicken,Entrees,Food,10
13,Add Chicken,Soups/Salads,Food,1
13,Add One Egg,Breakfast,Food,1
13,Add Prawns,Entrees,Food,13
13,Add Prawns,Soups/Salads,Food,5
13,Add Steak,Soups/Salads,Food,1
13,Amaretto,Liquor,Alcohol,4
13,Appy Platter,Appetizers,Food,39
13,Artisan Greens Starter,Soups/Salads,Food,7
13,Bac. Orange,Coolers/Ciders,Alcohol,4
13,Bac. Pineapple,Coolers/Ciders,Alcohol,3
13,Bacardi,Liquor,Alcohol,6
13,Bag - Peanuts,Appetizers,Food,29
13,Bag of Chips,Appetizers,Food,170
13,Baileys Coffee,Liquor,Alcohol,1
13,Baileys Irish Cream,Liquor,Alcohol,11
13,Banrock Station Shiraz Mataro,Wine,Alcohol,2
13,Barbeque Chicken Pizza,Entrees,Food,19
13,Basket Fries,Appetizers,Food,22
13,Bayou Bourban Choc Torte,Desserts,Food,19
13,BBQ Burger,Burgers,Food,1
13,Bin end $17.95,Wine,Alcohol,8
13,Bin end $21,Wine,Alcohol,10
13,Bin end $26,Wine,Alcohol,6
13,Bin end $35,Wine,Alcohol,2
13,Bin end $36,Wine,Alcohol,2
13,Bin end $70,Wine,Alcohol,4
13,Black Door Sp,Draft Beer,Alcohol,82
13,Black Lager Glass,Draft Beer,Alcohol,17
13,Blueberry Tea,Liquor,Alcohol,4
13,Bocconcini Salad,Burgers,Food,36
13,Bombay Sapphire,Liquor,Alcohol,2
13,Bottle La Veille Ferme,Wine,Alcohol,6
13,Bottle of Pop,Non Alc Beverage,Food,235
13,Bottle Rosemount Road Red,Wine,Alcohol,17
13,Bowl Chowder,Soups/Salads,Food,153
13,Bowl Soup,Soups/Salads,Food,163
13,Bowmore,Liquor,Alcohol,2
13,Breakfast Sandw ONLY,Breakfast,Food,22
13,Breakfast Sandwich,Breakfast,Food,46
13,Brunch Eggs Benny,Breakfast,Food,16
13,Brunch Golfers,Breakfast,Food,41
13,Brunch Omelette,Breakfast,Food,22
13,Brunch Waffles,Breakfast,Food,5
13,Btl Beringer Zinfan,Wine,Alcohol,3
13,BTL Inniskillan Cab Sav,Wine,Alcohol,4
13,BTL Jackson Triggs Pinot Noir,Wine,Alcohol,4
13,BTL Jackson Triggs Sav Blanc,Wine,Alcohol,4
13,BTL Mezzamondo Negroamaro,Wine,Alcohol,8
13,BTL Toasted Head Merlot,Wine,Alcohol,4
13,Btl Wolf BlaChard,Wine,Alcohol,6
13,Bucket of Sol,Bottled Beer,Alcohol,14
13,Budweiser,Bottled Beer,Alcohol,129
13,Butter Chicken,Entrees,Food,15
13,Caesar,Liquor,Alcohol,137
13,Cajun Chicken Spinach Salad,Soups/Salads,Food,20
13,Cajun Halibut Burger,Burgers,Food,30
13,Campari,Liquor,Alcohol,1
13,Canadian,Bottled Beer,Alcohol,34
13,Canned Beer $4,Canned Beer,Alcohol,3
13,Cappuccino,Non Alc Beverage,Food,6
13,Captain Morgan Spice,Liquor,Alcohol,10
13,Captain Morgan's Parrot Bay,Liquor,Alcohol,3
13,Cash Bar - Coolers,Coolers/Ciders,Alcohol,-2
13,Cash Bar - Highball,Liquor,Alcohol,-47
13,Cash Bar - Juice,Non Alc Beverage,Food,3
13,Cash Bar - Martini,Liquor,Alcohol,3
13,Cash Bar - Pop,Non Alc Beverage,Food,2
13,Cash Bar - Wine Gl,Wine,Alcohol,75
13,CASH Dom Beer,Bottled Beer,Alcohol,52
13,CASH Premium,Bottled Beer,Alcohol,-2
13,Champagne & OJ,Liquor,Alcohol,4
13,Chateaux Pesquie,Wine,Alcohol,1
13,Chili Lime Hummus,Appetizers,Food,21
13,Chipotle Fish Pocket,Entrees,Food,5
13,Chix Cranberry Salad,Soups/Salads,Food,101
13,Chocolate Bar,Appetizers,Food,126
13,Cilantro Chix Quessadilla,Entrees,Food,6
13,Clam & Chorizo Hot Pot,Appetizers,Food,8
13,Classic Caesar,Soups/Salads,Food,44
13,Classic Martini Gin,Liquor,Alcohol,8
13,Classic Martini Vodka,Liquor,Alcohol,4
13,Coffee,Non Alc Beverage,Food,966
13,Coffee and Doughnuts,Desserts,Food,8
13,Coffee muffin,Breakfast,Food,28
13,Collins Gin,Liquor,Alcohol,3
13,Cookies,Sandwiches,Food,-1
13,Coolers,Coolers/Ciders,Alcohol,183
13,Coors Light,Bottled Beer,Alcohol,133
13,Corona,Bottled Beer,Alcohol,11
13,Cosmopolitan,Liquor,Alcohol,3
13,Crab & Artichoke,Appetizers,Food,3
13,Cracked Frank's Member Sleeve,Draft Beer,Alcohol,121
13,Crantini,Liquor,Alcohol,2
13,Crown Royal,Liquor,Alcohol,4
13,Dark Rum,Liquor,Alcohol,11
13,DB Caesar,Liquor,Alcohol,15
13,DB Chivas Regal,Liquor,Alcohol,1
13,DB Crown Royal,Liquor,Alcohol,6
13,DB Dark Rum,Liquor,Alcohol,7
13,DB Glenfiddich,Liquor,Alcohol,4
13,DB Glenlivet,Liquor,Alcohol,1
13,DB Grey Goose,Liquor,Alcohol,3
13,DB Oban,Liquor,Alcohol,2
13,DB P'lyzer Vodka,Liquor,Alcohol,3
13,DB Springbank,Liquor,Alcohol,1
13,DB Stoli,Liquor,Alcohol,3
13,DB Vodka,Liquor,Alcohol,4
13,DB WhiteRum,Liquor,Alcohol,1
13,Dbl Dewars,Liquor,Alcohol,1
13,Dbl Highballs,Liquor,Alcohol,19
13,Dbl Premium Highballs,Liquor,Alcohol,10
13,Dessert $5,Desserts,Food,14
13,Dessert $6,Desserts,Food,25
13,Dom Perignon,Wine,Alcohol,1
13,Domestic Beer,Canned Beer,Alcohol,461
13,Drambuie,Liquor,Alcohol,1
13,Eaglehawk Shiraz,Wine,Alcohol,36
13,Espresso,Non Alc Beverage,Food,3
13,Event Buffet,Entrees,Food,12
13,Express Sandwich,Sandwiches,Food,150
13,Extra Cheese,Breakfast,Food,2
13,Famous Grouse,Liquor,Alcohol,1
13,Fruit Juices,Non Alc Beverage,Food,40
13,G2,Non Alc Beverage,Food,84
13,Gabbiano Chianti,Wine,Alcohol,6
13,Gabbiano Pinot Grigio,Wine,Alcohol,2
13,Garlic Bread,Soups/Salads,Food,29
13,Garlic Herb Ribs,Appetizers,Food,74
13,Gatorade,Non Alc Beverage,Food,43
13,Gin,Liquor,Alcohol,26
13,Gl Beringer Zinfandel,Wine,Alcohol,6
13,GL Jackson Triggs Sav Blanc,Wine,Alcohol,3
13,Gl Lindemans Bin 45 Cabernet,Wine,Alcohol,65
13,Gl Lindemans Bin 65 Chard,Wine,Alcohol,30
13,Gl Linden Bay Merlot,Wine,Alcohol,121
13,GL Mezzamondo Negroamaro,Wine,Alcohol,3
13,Gl Naked Grape Pinot Grigio,Wine,Alcohol,143
13,Gl Quails Gate Pinot Blanc,Wine,Alcohol,3
13,GL Rosemnt Road R,Wine,Alcohol,45
13,Gl Rosemnt Road W,Wine,Alcohol,24
13,Gl Shandy,Draft Beer,Alcohol,3
13,Gl Taylors Port,Liquor,Alcohol,13
13,GL Toasted Head Merlot,Wine,Alcohol,1
13,GlaBeringer White Zinfandel,Wine,Alcohol,3
13,GlaEaglehawk Shiraz,Wine,Alcohol,21
13,GlaLager,Draft Beer,Alcohol,80
13,GlaRed Label Unwooded Chardonnay,Wine,Alcohol,3
13,GlaSumac Ridge Gewurztraminer,Wine,Alcohol,6
13,GlaWater,Non Alc Beverage,Food,11
13,Glawine,Wine,Alcohol,12
13,GlaWinter Ale,Draft Beer,Alcohol,47
13,GlaWolfblaRed Label CabMerlot,Wine,Alcohol,19
13,Glenfiddich,Liquor,Alcohol,2
13,Glenlivet,Liquor,Alcohol,3
13,Gls. Eaglehawk Chardonay,Wine,Alcohol,18
13,Greek Chicken Salad,Soups/Salads,Food,3
13,Greek Pizza,Entrees,Food,12
13,Greg Norman,Wine,Alcohol,1
13,Grey Goose,Liquor,Alcohol,2
13,Grilled Chicken Clubhouse,Sandwiches,Food,153
13,Growers Apple,Coolers/Ciders,Alcohol,14
13,Growers Pear,Coolers/Ciders,Alcohol,24
13,Growers Pomegranate,Coolers/Ciders,Alcohol,16
13,Guinness,Draft Beer,Alcohol,35
13,Half Pound Wings,Appetizers,Food,28
13,Half Sandwich,Sandwiches,Food,26
13,Halibut & Chips,Entrees,Food,68
13,Hardy's Oomo Shiraz,Wine,Alcohol,4
13,Heineken,Bottled Beer,Alcohol,48
13,Herman's Dark Lager,Bottled Beer,Alcohol,6
13,Host Beer,Bottled Beer,Alcohol,92
13,Host Cooler/Cider,Coolers/Ciders,Alcohol,20
13,Host draft Beer,Draft Beer,Alcohol,8
13,Host Gl Wine,Wine,Alcohol,32
13,Host Hiball,Bottled Beer,Alcohol,175
13,Host Import Btl,Wine,Alcohol,23
13,Host Import Gl,Wine,Alcohol,11
13,Host Juice,Non Alc Beverage,Food,6
13,Host Pop,Non Alc Beverage,Food,35
13,Host Premium,Bottled Beer,Alcohol,42
13,Host Premium Liq,Liquor,Alcohol,24
13,Hot Chocolate,Non Alc Beverage,Food,24
13,Hot Dog,Sandwiches,Food,315
13,Hummus & Flat Bread,Appetizers,Food,23
13,Ice Tea,Non Alc Beverage,Food,76
13,Inniskillan Pinot Noir,Wine,Alcohol,1
13,J.W. Red,Liquor,Alcohol,8
13,Jack Daniels,Liquor,Alcohol,4
13,Jackson Triggs Esprit Cab Sauv,Wine,Alcohol,1
13,Jackson Triggs Esprit Chard,Wine,Alcohol,4
13,Jambalaya,Entrees,Food,27
13,Jim Beam,Liquor,Alcohol,3
13,Jug Lager,Draft Beer,Alcohol,37
13,Jug Winter Ale,Draft Beer,Alcohol,33
13,Juice,Non Alc Beverage,Food,70
13,"Kids 2 Eggs,Bacon & Tst",Breakfast,Food,3
13,Kids Chicken Fingers,Entrees,Food,3
13,Kids Trio Burger / Fries,Entrees,Food,1
13,Kim Crawford Sauvignon Blanc,Wine,Alcohol,4
13,Kokanee,Bottled Beer,Alcohol,70
13,Korean Beef Satays,Appetizers,Food,4
13,Korean Beef Stirfry,Entrees,Food,2
13,Lamb Souvlaki,Entrees,Food,64
13,Large Pop,Non Alc Beverage,Food,624
13,Latour Bourgogne P Noir,Wine,Alcohol,2
13,Latte,Non Alc Beverage,Food,4
13,Lemonade,Non Alc Beverage,Food,23
13,Litre Lindemans Bin 45 Cab Sauv,Wine,Alcohol,8
13,Long Island,Liquor,Alcohol,6
13,Louis Latour LArdeche,Wine,Alcohol,8
13,Ltr Lindemans Bin 65 Chard,Wine,Alcohol,3
13,Ltr Linden Bay Merlot,Wine,Alcohol,15
13,Ltr Naked Grape Pinot Grigio,Wine,Alcohol,12
13,Manhattan,Liquor,Alcohol,1
13,Margarita,Liquor,Alcohol,17
13,Margarita Night Sol,Bottled Beer,Alcohol,5
13,Margarita Special,Liquor,Alcohol,10
13,Mario's Vanilla Gelato,Desserts,Food,9
13,Martini Night Martini,Liquor,Alcohol,4
13,Meal Size Garden Greens,Soups/Salads,Food,19
13,Meal Size Soup,Soups/Salads,Food,26
13,Med Coffee Thermos,Non Alc Beverage,Food,3
13,Mediterranean Chix Wrap,Burgers,Food,119
13,Mediterranean Pizza,Entrees,Food,20
13,Member 1/2 Litre,Wine,Alcohol,3
13,Member House Wine,Wine,Alcohol,21
13,Member Jug,Draft Beer,Alcohol,15
13,Member Sleeve,Draft Beer,Alcohol,151
13,Milk,Non Alc Beverage,Food,14
13,Milkshake,Desserts,Food,5
13,Miller Genuine Draft,Canned Beer,Alcohol,31
13,Mini Liquor,Liquor,Alcohol,40
13,Mocha,Non Alc Beverage,Food,8
13,Mocktails,Non Alc Beverage,Food,2
13,Mon California Roll,Entrees,Food,3
13,Mother's Day Brunch,Entrees,Food,12
13,Motts Caesar,Coolers/Ciders,Alcohol,110
13,Muffin,Appetizers,Food,116
13,Mug Shandy,Draft Beer,Alcohol,11
13,N/A Punch,Non Alc Beverage,Food,2
13,Naked Grape Spritzer,Coolers/Ciders,Alcohol,5
13,Non-Alcoholic Beer,Non Alc Beverage,Food,39
13,NY Steak & Frites,Entrees,Food,17
13,Oban,Liquor,Alcohol,3
13,One Piece Halibut & Chips,Entrees,Food,10
13,Pasta Night $21.95,Entrees,Food,226
13,Penfolds Bin 389,Wine,Alcohol,4
13,Penfolds Koonunga Hill Shrz Cab,Wine,Alcohol,10
13,Phat Italian,Burgers,Food,63
13,Pint 1516 Lager,Draft Beer,Alcohol,387
13,Pint Black Lager,Draft Beer,Alcohol,98
13,Pint Race Rocks,Draft Beer,Alcohol,12
13,Pint Sleeman Honey,Draft Beer,Alcohol,211
13,Pint Winter Ale,Draft Beer,Alcohol,454
13,Pizza Margarita,Burgers,Food,75
13,PizzaThe Italian,Entrees,Food,56
13,Polar Bear,Liquor,Alcohol,1
13,Pound Wings,Appetizers,Food,49
13,Power Bar,Sandwiches,Food,15
13,Premium Beer,Canned Beer,Alcohol,345
13,Premium Gin Martini,Liquor,Alcohol,3
13,Premium Highball,Liquor,Alcohol,21
13,Premium Vodka Martini,Liquor,Alcohol,10
13,Prime Rib Burger,Burgers,Food,240
13,Pulled Pork Sandwich,Burgers,Food,55
13,Quails Gate Pinot Blanc,Wine,Alcohol,7
13,Ravenswood Zinfandel,Wine,Alcohol,5
13,Regular Shooter,Liquor,Alcohol,5
13,Robert Mondavi Merlot,Wine,Alcohol,2
13,Rosemount Road White,Wine,Alcohol,3
13,Rye,Liquor,Alcohol,31
13,Salmon Benedict,Breakfast,Food,6
13,San Pellegrino,Non Alc Beverage,Food,24
13,Sandwich,Sandwiches,Food,237
13,Sandwich ONLY,Sandwiches,Food,8
13,Sandwich to go,Sandwiches,Food,36
13,Sat Feature Wine,Wine,Alcohol,1
13,Sat Fish & Chip,Entrees,Food,4
13,Schooner Lager,Draft Beer,Alcohol,9
13,Schooner Pale,Draft Beer,Alcohol,10
13,Seafood Pappardelle,Entrees,Food,48
13,Shooters,Liquor,Alcohol,5
13,Shot in the Dark,Wine,Alcohol,5
13,Side Fruit,Breakfast,Food,3
13,Side Hashbrowns,Breakfast,Food,1
13,Side of Fries,Appetizers,Food,21
13,Side Toast,Breakfast,Food,7
13,Sleeman HB Glass,Draft Beer,Alcohol,38
13,Sleeman Jugs,Draft Beer,Alcohol,10
13,Sleeman Schooner,Draft Beer,Alcohol,2
13,Smirnoff Ice,Coolers/Ciders,Alcohol,37
13,Smoked Salmon Wrap,Sandwiches,Food,3
13,Smokie,Sandwiches,Food,62
13,Sol,Bottled Beer,Alcohol,65
13,Sorbet,Desserts,Food,1
13,Sour Apple Martini,Liquor,Alcohol,1
13,Spanish Coffee,Liquor,Alcohol,4
13,Special $9,Entrees,Food,12
13,Special 10.00,Entrees,Food,17
13,Special 11.00,Entrees,Food,8
13,Special 12.00,Entrees,Food,2
13,Special 13.00,Entrees,Food,2
13,Special 14.00,Entrees,Food,1
13,Special 17.00,Entrees,Food,6
13,Special 18.00,Entrees,Food,6
13,Special 19.00,Entrees,Food,14
13,Special 22.00,Entrees,Food,28
13,Special 8.00,Entrees,Food,7
13,Spiced Apple Crumble,Burgers,Food,11
13,Spicy Chicken Soba,Burgers,Food,45
13,Spicy Meat Pizza,Entrees,Food,8
13,Starter Classic Caesar,Soups/Salads,Food,25
13,Stella Artois,Bottled Beer,Alcohol,37
13,Stolichnaya,Liquor,Alcohol,1
13,Sumac  Ridge Gewurztraminer,Wine,Alcohol,4
13,Sumac Ridge Sauvignon Blanc,Wine,Alcohol,3
13,Sunday Caesar Feature,Liquor,Alcohol,3
13,Sundried Tomato Ravioli,Entrees,Food,4
13,Tanqueray,Liquor,Alcohol,2
13,Tapas Beef,Appetizers,Food,6
13,Tapas Chef Choice,Appetizers,Food,12
13,Tapas Chicken,Appetizers,Food,1
13,Tapas Vegetarian,Appetizers,Food,3
13,Tea,Non Alc Beverage,Food,137
13,Three Cheese Flatbread,Appetizers,Food,29
13,Thur Dry Rib,Appetizers,Food,22
13,Thur Import Beer,Bottled Beer,Alcohol,11
13,Ultimate Steak Sandwich,Sandwiches,Food,80
13,Valentines Dinner,Entrees,Food,7
13,Vegetable Spinach Ciabatta,Burgers,Food,86
13,Virgin Caesar,Non Alc Beverage,Food,11
13,Vodka,Liquor,Alcohol,94
13,Water-Bottle,Non Alc Beverage,Food,170
13,Wednesday 1/2L Wine,Wine,Alcohol,2
13,Wednesday Appy,Appetizers,Food,86
13,Wednesday Gl Wine,Wine,Alcohol,52
13,Wednesday Sleeve,Draft Beer,Alcohol,246
13,West Coast Seafood Salad,Soups/Salads,Food,55
13,White Rum,Liquor,Alcohol,75
13,Wine Spritzer,Wine,Alcohol,12
13,Wolf Bla40 Cab/Shrz/Mer,Wine,Alcohol,5
13,Wolf BlaGold Cab Franc,Wine,Alcohol,4
13,WolfblaRed Label Cab Merlot,Wine,Alcohol,17
13,Woody's Cooler,Coolers/Ciders,Alcohol,2
13,Wynns Riesling,Wine,Alcohol,2
13,Yam Fries,Appetizers,Food,59
13,Yellowglen Pink Champagne,Wine,Alcohol,2
13,Yellowglen Pink for 2,Wine,Alcohol,2
13,Zed Sauvignon Blanc,Wine,Alcohol,1
14,$12 Express Lunch,Entrees,Food,25
14,$15 Beer & Lunch Feature,Draft Beer,Alcohol,1
14,$7 Martini Special,Liquor,Alcohol,1
14,* Course Break,Entrees,Food,40
14,* Don't Make,Appetizers,Food,55
14,* Fire Order,Food Modifiers,Food,35
14,1/2 Lindemans Bin 45 Cabernet,Wine,Alcohol,2
14,1/2 Lindemans Bin 65 Chard,Wine,Alcohol,3
14,1/2 Sandwich,Sandwiches,Food,58
14,1/2L Beringer Zinfandel,Wine,Alcohol,1
14,1/2L Eaglehawk Chard,Wine,Alcohol,2
14,1/2L Eaglehawk Shiraz,Wine,Alcohol,6
14,1/2L Linden Bay Merlot,Wine,Alcohol,8
14,1/2L Mezzamondo Negroamaro,Wine,Alcohol,2
14,1/2L Naked Grape Pinot Grigio,Wine,Alcohol,15
14,1/2L Rosemnt Road W,Wine,Alcohol,2
14,1/2L WolfblaCab Merlot,Wine,Alcohol,1
14,2 Breakfast Sannys,Breakfast,Food,22
14,2 eggs and toast,Breakfast,Food,2
14,2 pc Snapper & Chips,Entrees,Food,3
14,3 Course Dinner Appy,Appetizers,Food,20
14,3 Course Dinner Dessert,Desserts,Food,29
14,3 Course Dinner Entree,Entrees,Food,22
14,4 Choice Tapas,Appetizers,Food,22
14,4 Pack Premium,Canned Beer,Alcohol,17
14,4oz  2 GlaWine,Wine,Alcohol,16
14,4oz Wine Glass,Wine,Alcohol,2
14,4pk Domestic Cans,Canned Beer,Alcohol,16
14,5 Pack Domestic,Canned Beer,Alcohol,6
14,5 Pack Premium,Canned Beer,Alcohol,9
14,50% off muffin,Appetizers,Food,19
14,50% off Sandwich,Sandwiches,Food,12
14,Add Bacon,Entrees,Food,1
14,Add Chicken,Entrees,Food,5
14,Add Chicken,Soups/Salads,Food,1
14,Add One Egg,Breakfast,Food,4
14,Add Prawns,Entrees,Food,12
14,Add Prawns,Soups/Salads,Food,2
14,Add Sauteed Mushrooms,Entrees,Food,7
14,Appy Platter,Appetizers,Food,34
14,Artisan Greens Starter,Soups/Salads,Food,6
14,B 52 Coffee,Liquor,Alcohol,1
14,Bac. Orange,Coolers/Ciders,Alcohol,1
14,Bag - Peanuts,Appetizers,Food,29
14,Bag of Chips,Appetizers,Food,97
14,Baileys Coffee,Liquor,Alcohol,8
14,Baileys Irish Cream,Liquor,Alcohol,4
14,Banrock Station Shiraz Mataro,Wine,Alcohol,1
14,Barbeque Chicken Pizza,Entrees,Food,8
14,Basket Fries,Appetizers,Food,22
14,Bayou Bourban Choc Torte,Desserts,Food,5
14,BBQ Burger,Burgers,Food,2
14,Bin end $21,Wine,Alcohol,1
14,Bin end $26,Wine,Alcohol,1
14,Bin end $27,Wine,Alcohol,1
14,Bin end $35,Wine,Alcohol,2
14,Bin end $70,Wine,Alcohol,2
14,Black Lager Glass,Draft Beer,Alcohol,5
14,Black Russian,Liquor,Alcohol,3
14,Blueberry Tea,Liquor,Alcohol,1
14,Bocconcini Salad,Burgers,Food,23
14,Bottle La Veille Ferme,Wine,Alcohol,1
14,Bottle of Pop,Non Alc Beverage,Food,189
14,Bottle Rosemount Road Red,Wine,Alcohol,18
14,Bowl Chowder,Soups/Salads,Food,141
14,Bowl Soup,Soups/Salads,Food,111
14,Breakfast Sandw ONLY,Breakfast,Food,42
14,Breakfast Sandwich,Breakfast,Food,46
14,Brunch Eggs Benny,Breakfast,Food,21
14,Brunch Golfers,Breakfast,Food,29
14,Brunch Omelette,Breakfast,Food,22
14,Brunch Waffles,Breakfast,Food,13
14,Btl Banrock Station Unwood Chard,Wine,Alcohol,1
14,BTL Inniskillan Cab Sav,Wine,Alcohol,1
14,BTL Jackson Triggs Pinot Noir,Wine,Alcohol,3
14,BTL Marcus James Malbec,Wine,Alcohol,2
14,BTL Mezzamondo Negroamaro,Wine,Alcohol,6
14,Btl Perrin Reserve,Wine,Alcohol,1
14,BTL Toasted Head Merlot,Wine,Alcohol,2
14,Bucket of Sol,Bottled Beer,Alcohol,4
14,Budweiser,Bottled Beer,Alcohol,81
14,Butter Chicken,Entrees,Food,7
14,Caesar,Liquor,Alcohol,69
14,Cajun Chicken Spinach Salad,Soups/Salads,Food,26
14,Cajun Halibut Burger,Burgers,Food,36
14,Canadian,Bottled Beer,Alcohol,29
14,Cappuccino,Non Alc Beverage,Food,6
14,Captain Morgan Spice,Liquor,Alcohol,6
14,Cash Bar - Coolers,Coolers/Ciders,Alcohol,3
14,Cash Bar - Highball,Liquor,Alcohol,51
14,Cash Bar - Martini,Liquor,Alcohol,2
14,Cash Bar - Pop,Non Alc Beverage,Food,12
14,Cash Bar - Wine Gl,Wine,Alcohol,36
14,CASH Dom Beer,Bottled Beer,Alcohol,30
14,CASH Premium,Bottled Beer,Alcohol,12
14,Champagne & OJ,Liquor,Alcohol,2
14,Cherry Point Blackberry Port,Wine,Alcohol,1
14,Cherry Point Forte Blanc,Wine,Alcohol,2
14,Cherry Point Pinot Noir,Wine,Alcohol,2
14,Chili Lime Hummus,Appetizers,Food,11
14,Chipotle Fish Pocket,Entrees,Food,6
14,Chivas Regal,Liquor,Alcohol,1
14,Chix Cranberry Salad,Soups/Salads,Food,79
14,Chocolate Bar,Appetizers,Food,111
14,Chocolate Martini,Liquor,Alcohol,2
14,Cilantro Chix Quessadilla,Entrees,Food,11
14,Clam & Chorizo Hot Pot,Appetizers,Food,4
14,Classic Caesar,Soups/Salads,Food,27
14,Classic Martini Gin,Liquor,Alcohol,5
14,Coffee,Non Alc Beverage,Food,1402
14,Coffee and Doughnuts,Desserts,Food,4
14,Coffee muffin,Breakfast,Food,39
14,Coolers,Coolers/Ciders,Alcohol,56
14,Coors Light,Bottled Beer,Alcohol,31
14,Cracked Frank's Member Sleeve,Draft Beer,Alcohol,93
14,Crantini,Liquor,Alcohol,2
14,Crown Royal,Liquor,Alcohol,7
14,Dark Rum,Liquor,Alcohol,13
14,DB Caesar,Liquor,Alcohol,25
14,DB Captain Morgan Spice,Liquor,Alcohol,2
14,DB Cinzano Red,Liquor,Alcohol,2
14,DB Crown Royal,Liquor,Alcohol,2
14,DB Dark Rum,Liquor,Alcohol,2
14,DB Drambuie,Liquor,Alcohol,1
14,DB Glenfiddich,Liquor,Alcohol,2
14,DB Glenlivet,Liquor,Alcohol,2
14,DB Jack Daniels,Liquor,Alcohol,3
14,DB Rye,Liquor,Alcohol,3
14,DB Stoli,Liquor,Alcohol,5
14,DB Vodka,Liquor,Alcohol,17
14,DB WhiteRum,Liquor,Alcohol,4
14,Dbl Highballs,Liquor,Alcohol,5
14,Dessert $5,Desserts,Food,6
14,Dessert $6,Desserts,Food,22
14,Domestic Beer,Canned Beer,Alcohol,116
14,Drambuie,Liquor,Alcohol,5
14,Eaglehawk Shiraz,Wine,Alcohol,18
14,Espresso,Non Alc Beverage,Food,5
14,Event Buffet,Entrees,Food,7
14,Express Sandwich,Sandwiches,Food,87
14,Extra Cheese,Breakfast,Food,2
14,Feature Pitcher,Draft Beer,Alcohol,1
14,Fruit Juices,Non Alc Beverage,Food,50
14,G2,Non Alc Beverage,Food,83
14,Gabbiano Pinot Grigio,Wine,Alcohol,2
14,Garlic Bread,Soups/Salads,Food,19
14,Garlic Herb Ribs,Appetizers,Food,42
14,Gatorade,Non Alc Beverage,Food,17
14,Gin,Liquor,Alcohol,22
14,Gl Lindemans Bin 45 Cabernet,Wine,Alcohol,30
14,Gl Lindemans Bin 65 Chard,Wine,Alcohol,8
14,Gl Linden Bay Merlot,Wine,Alcohol,44
14,GL Mezzamondo Negroamaro,Wine,Alcohol,2
14,Gl Naked Grape Pinot Grigio,Wine,Alcohol,86
14,GL Rosemnt Road R,Wine,Alcohol,19
14,Gl Rosemnt Road W,Wine,Alcohol,14
14,GL Toasted Head Merlot,Wine,Alcohol,3
14,GlaBeringer White Zinfandel,Wine,Alcohol,3
14,GlaEaglehawk Shiraz,Wine,Alcohol,7
14,GlaLager,Draft Beer,Alcohol,45
14,GlaRed Label Unwooded Chardonnay,Wine,Alcohol,3
14,GlaSumac Ridge Gewurztraminer,Wine,Alcohol,7
14,GlaWater,Non Alc Beverage,Food,18
14,Glawine,Wine,Alcohol,5
14,GlaWinter Ale,Draft Beer,Alcohol,37
14,GlaWolfblaRed Label CabMerlot,Wine,Alcohol,6
14,Gls. Eaglehawk Chardonay,Wine,Alcohol,20
14,Greek Chicken Salad,Soups/Salads,Food,6
14,Greek Pizza,Entrees,Food,4
14,Greg Norman,Wine,Alcohol,1
14,Grey Goose,Liquor,Alcohol,2
14,Grilled Chicken Clubhouse,Sandwiches,Food,135
14,Growers Apple,Coolers/Ciders,Alcohol,7
14,Growers Pear,Coolers/Ciders,Alcohol,4
14,Growers Pomegranate,Coolers/Ciders,Alcohol,9
14,GuinneSpecial,Draft Beer,Alcohol,2
14,Guinness,Draft Beer,Alcohol,8
14,Half Pound Wings,Appetizers,Food,25
14,Half Sandwich,Sandwiches,Food,24
14,Halibut & Chips,Entrees,Food,59
14,Hardy's Oomo Shiraz,Wine,Alcohol,4
14,Heineken,Bottled Beer,Alcohol,30
14,Herman's Dark Lager,Bottled Beer,Alcohol,6
14,Host Beer,Bottled Beer,Alcohol,30
14,Host Btl Water,Non Alc Beverage,Food,1
14,Host Cooler/Cider,Coolers/Ciders,Alcohol,5
14,Host DB Hiball/Martini,Liquor,Alcohol,7
14,Host draft Beer,Draft Beer,Alcohol,30
14,Host Gl Wine,Wine,Alcohol,16
14,Host Hiball,Bottled Beer,Alcohol,113
14,Host Import Gl,Wine,Alcohol,4
14,Host Pop,Non Alc Beverage,Food,8
14,Host Premium,Bottled Beer,Alcohol,17
14,Host Premium Liq,Liquor,Alcohol,31
14,Hot Chocolate,Non Alc Beverage,Food,9
14,Hot Dog,Sandwiches,Food,238
14,Hummus & Flat Bread,Appetizers,Food,6
14,Ice Tea,Non Alc Beverage,Food,40
14,Inniskillan Pinot Noir,Wine,Alcohol,1
14,J.W. Red,Liquor,Alcohol,4
14,Jackson Triggs Esprit Cab Sauv,Wine,Alcohol,3
14,Jambalaya,Entrees,Food,25
14,Jug Lager,Draft Beer,Alcohol,25
14,Jug Race Rocks,Draft Beer,Alcohol,2
14,Jug Winter Ale,Draft Beer,Alcohol,12
14,Juice,Non Alc Beverage,Food,109
14,Kahlua,Liquor,Alcohol,1
14,"Kids 2 Eggs,Bacon & Tst",Breakfast,Food,10
14,Kids Chicken Fingers,Entrees,Food,4
14,Kim Crawford Sauvignon Blanc,Wine,Alcohol,14
14,Kokanee,Bottled Beer,Alcohol,11
14,Korean Beef Stirfry,Entrees,Food,3
14,Lamb Souvlaki,Entrees,Food,31
